source_system,source_record_no,source_reported_road_no,source_name,source_district,road_key,canonical_display_name,match_method,evidence,match_status
historical_normative_workbook,329,101,Teluk Pinang - Pahampangan Utara,"Padang Batung, Sungai Raya",HSS-KAB-101,Teluk Pinang - Pahampangan Utara,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,330,073,Tembok Baru - Ds. Baluti,Kandangan,HSS-KAB-073,Tembok Baru - Ds. Baluti,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,331,071,Tembok Baru (Asam Cangkok),Kandangan,HSS-KAB-071,Tembok Baru (Asam Cangkok),EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,332,058,Tembok Kacil. Sei. Kudung,"Kandangan, Padang Batung",HSS-KAB-058,Tembok Kacil. Sei. Kudung,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,333,036,Tembok Lama - Loklua,Kandangan,HSS-KAB-036,Tembok Lama - Loklua,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,334,066,Teratai Menuju Komplek Perumnas Hamalau,Sungai Raya,HSS-KAB-066,Teratai Menuju Komplek Perumnas Hamalau,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,335,064,Tibung Dalam - Teratai,Sungai Raya,HSS-KAB-064,Tibung Dalam - Teratai,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,336,051,Tibung Raya - Asam Cangkuk,"Kandangan, Sungai Raya",HSS-KAB-051,Tibung Raya - Asam Cangkuk,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,337,068,Tibung Raya - Hamalau Dalam,"Kandangan, Sungai Raya",HSS-KAB-068,Tibung Raya - Hamalau Dalam,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,338,132,TPA - Ds. Sungai Raya Selatan,Sungai Raya,HSS-KAB-132,TPA - Ds. Sungai Raya Selatan,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,339,309,Tukang Garit (Tambangan),Daha Selatan,HSS-KAB-309,Tukang Garit (Tambangan),EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,340,290,Tumbukan Banyu - Banua Hanyar,Daha Selatan,HSS-KAB-290,Tumbukan Banyu - Banua Hanyar,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,341,222,Tungkaran - Ds. Ulin,Simpur,HSS-KAB-222,Tungkaran - Ds. Ulin,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,342,288,Ulang - Bangkaun,Loksado,HSS-KAB-288,Ulang - Bangkaun,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,343,283,Ulang - Kacang Parang,Loksado,HSS-KAB-283,Ulang - Kacang Parang,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,344,211,Ulin - Tanggul (Balai Mas),Simpur,HSS-KAB-211,Ulin - Tanggul (Balai Mas),EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,345,200,Umpaya - Tumarin,Telaga Langsat,HSS-KAB-200,Umpaya - Tumarin,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,346,019,Wahab Syahrani,Kandangan,HSS-KAB-019,Wahab Syahrani,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,347,209,Wasah Hilir - Amparaya,Simpur,HSS-KAB-209,Wasah Hilir - Amparaya,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,348,205,Wasah Hilir - Sarang Halang,"Simpur, Sungai Raya",HSS-KAB-205,Wasah Hilir - Sarang Halang,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,349,204,Wasah Hulu - Amparaya - Simpur,Simpur,HSS-KAB-204,Wasah Hulu - Amparaya - Simpur,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,350,208,Wasah Tengah - Sungai Tarap,"Simpur, Sungai Raya",HSS-KAB-208,Wasah Tengah - Sungai Tarap,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
