road_id,road_key,nomor_ruas,canonical_name,display_name,qgis_source_road_code,qgis_source_name,district_2025,village_source_qgis,historical_source_name,historical_source_record_no,historical_reported_road_no,ml_source_record_id,ml_source_name,identity_status
fcd57801-19d9-5c04-bbf9-900ea27251f9,HSS-KAB-240,240,Jl. Slasa Garih - Ds. Kapuh,Slasa Garih - Ds. Kapuh,240,Jl. Slasa Garih - Ds. Kapuh,Simpur,Ds. Kapuh,Slasa Garih - Ds. Kapuh,264,240,263,Slasa Garih - Ds. Kapuh,AUTHORITATIVE_V1
9ba5d24e-4375-5214-b2fb-ee40a9898927,HSS-KAB-241,241,Jl. Palas - Ds. Wasah Tengah,Palas - Ds. Wasah Tengah,241,Jl. Palas - Ds. Wasah Tengah,Simpur,Ds. Wasah Tengah - Ds. Kapuh,Palas - Ds. Wasah Tengah,209,241,214,Palas - Ds. Wasah Tengah,AUTHORITATIVE_V1
87f67fb6-ce19-5b89-89ab-f111847e4659,HSS-KAB-242,242,Jl. Tanah Habang - Ds. Simpur,Tanah Habang - Ds. Simpur,242,Jl. Tanah Habang - Ds. Simpur,Simpur,Ds. Simpur - Ds. Wasah Hilir,Tanah Habang - Ds. Simpur,308,242,190,Tanah Habang - Ds. Simpur,AUTHORITATIVE_V1
2ecdead4-08e6-5dd8-b278-bc46915b79a7,HSS-KAB-243,243,Jl. Banua Kambang - Ds. Wasah Tengah,Banua Kambang - Ds. Wasah Tengah,243,Jl. Banua Kambang,Simpur,Ds. Wasah Tengah - Ds. Wasah Hulu,Banua Kambang - Ds. Wasah Tengah,39,243,159,Banua Kambang - Ds. Wasah Tengah,AUTHORITATIVE_V1
68196c29-33fa-5e9f-951d-ceecd1fb4eb3,HSS-KAB-244,244,Jl. Pajah Api - Ds. Kapuh,Pajah Api - Ds. Kapuh,244,Jl. Pajah Api,Simpur,Ds. Wasah Tengah - Ds. Kapuh,Pajah Api - Ds. Kapuh,202,244,296,Pajah Api - Ds. Kapuh,AUTHORITATIVE_V1
9e2e12d8-eeb0-5035-9c74-f853afe5ddcb,HSS-KAB-245,245,Jl. Talapak Manuk - Ds. Kapuh,Talapak Manuk - Ds. Kapuh,245,Jl. Telapak Manuk,Simpur,Ds. Kapuh,Talapak Manuk - Ds. Kapuh,301,245,224,Talapak Manuk - Ds. Kapuh,AUTHORITATIVE_V1
44050bda-5811-56a4-9a7f-fc38b6bcce1a,HSS-KAB-246,246,Sirih - Taro,Sirih - Taro,246,Sirih - Taro,Kalumpang,Ds. Sirih,Sirih - Taro,263,246,170,Sirih - Taro,AUTHORITATIVE_V1
1cb9eef9-1442-5ac8-946f-bec991f6f8b0,HSS-KAB-247,247,Kalumpang - Balimau,Kalumpang - Balimau,247,Kalumpang - Balimau,Kalumpang,Ds. Kalumpang - Ds. Balimau,Kalumpang - Balimau,121,247,37,Kalumpang - Balimau,AUTHORITATIVE_V1
75b24e37-8de4-5864-b85c-e41322459b08,HSS-KAB-248,248,Kalumpang (Ds. Balanti) - Teratai,Kalumpang (Ds. Balanti) - Teratai,248,Kalumpang (Ds. Belanti) - Teratai,Kalumpang,Ds. Kalumpang,Kalumpang (Ds. Balanti) - Teratai,123,248,29,Kalumpang (Ds. Balanti) - Teratai,AUTHORITATIVE_V1
25fb5573-87a9-5852-96e3-f0ce07e42e69,HSS-KAB-249,249,Bago Tanggul - Katilang - Teratai,Bago Tanggul - Katilang - Teratai,249,Jl. Bago Tanggul - Katilang - Teratai,Kalumpang,Ds. Bago Tanggul - Ds. Kalumpang,Bago Tanggul - Katilang - Teratai,21,249,4,Bago Tanggul - Katilang - Teratai,AUTHORITATIVE_V1
d5eac3d3-4e59-50c0-8320-ccf9a67c44d8,HSS-KAB-250,250,Binjai (Sirih Hulu) - Ds. Seranggan,Binjai (Sirih Hulu) - Ds. Seranggan,250,Jl. Binjai (Sirih Hulu) - Ds. Seranggan,Kalumpang - Sungai Raya,Ds. Sirih Hulu - Ds. Asam,Binjai (Sirih Hulu) - Ds. Seranggan,54,250,54,Binjai (Sirih Hulu) - Ds. Seranggan,AUTHORITATIVE_V1
5a0e8f10-fb31-557c-bd76-382faf574e7b,HSS-KAB-251,251,Balanti - (Ex. P3DT),Balanti - (Ex. P3DT),251,Jl. Balanti - (Ex. P3DT),Kalumpang,Ds. Balanti,Balanti - (Ex. P3DT),28,251,137,Balanti - (Ex. P3DT),AUTHORITATIVE_V1
7a84a9e6-3ebe-54f8-a72d-2bd982fabe4d,HSS-KAB-252,252,Kalumpang - Baruh,Kalumpang - Baruh,252,Kalumpang - Baruh,Kalumpang,Ds. Kalumpang - Ds. Sirih,Kalumpang - Baruh,122,252,91,Kalumpang - Baruh,AUTHORITATIVE_V1
1d0e787a-e27b-536a-804a-4a8aab1a5e6d,HSS-KAB-253,253,Sirih - Pacakan,Sirih - Pacakan,253,Sirih - Pacakan,Kalumpang,Ds. Sirih,Sirih - Pacakan,262,253,246,Sirih - Pacakan,AUTHORITATIVE_V1
b6cc5c40-2ec7-5ef7-8591-f16547651c20,HSS-KAB-254,254,SP.4 Mesjid Sirih - Sarang Nyamuk - Asam Tamiyang,SP.4 Mesjid Sirih - Sarang Nyamuk - Asam Tamiyang,254,SP.4 Mesjid Sirih - Sarang Nyamuk - Asam Tamiyang,Kalumpang - Sungai Raya,Ds. Sirih - Ds. Tamiyang,SP.4 Mesjid Sirih - Sarang Nyamuk - Asam Tamiyang,278,254,25,SP.4 Mesjid Sirih - Sarang Nyamuk - Asam Tamiyang,AUTHORITATIVE_V1
c9f91732-e62d-567f-9aa0-d63d7fd6200e,HSS-KAB-255,255,Kalumpang Selatan - Ds. Asam Tamiyang,Kalumpang Selatan - Ds. Asam Tamiyang,255,Jl. Kalumpang Selatan - Ds. Asam Tamiyang,Kalumpang,Ds. Asam,Kalumpang Selatan - Ds. Asam Tamiyang,124,255,219,Kalumpang Selatan - Ds. Asam Tamiyang,AUTHORITATIVE_V1
d992f3da-3d54-5f47-8473-86912692c283,HSS-KAB-256,256,Balimau - Murung Dalam,Balimau - Murung Dalam,256,Jl. Balimau - Murung Dalam,Kalumpang,Ds. Balimau,Balimau - Murung Dalam,29,256,154,Balimau - Murung Dalam,AUTHORITATIVE_V1
bd1342a7-6525-5876-b152-57005bd4ab11,HSS-KAB-257,257,Jl. Karya Bakti - Ds. Balimau,Karya Bakti - Ds. Balimau,257,Jl. Karya Bakti TNI - Ds. Balimau,Kalumpang,Ds. Balimau,Karya Bakti - Ds. Balimau,135,257,207,Karya Bakti - Ds. Balimau,AUTHORITATIVE_V1
c97b2434-3549-5336-8b26-48238c1945da,HSS-KAB-258,258,Tanuhi - Ulang,Tanuhi - Ulang,258,Tanuhi - Ulang,Loksado,Ds. Hulu Banyu - Ds. Muara Ulang,Tanuhi - Ulang,319,258,13,Tanuhi - Ulang,AUTHORITATIVE_V1
e268c506-92bb-55db-abf4-5e91a1a9a26a,HSS-KAB-259,259,Loksado - Loklahung,Loksado - Loklahung,259,Loksado - Loklahung,Loksado,Ds. Loksado - Ds. Loklahung,Loksado - Loklahung,149,259,168,Loksado - Loklahung,AUTHORITATIVE_V1
a6003b8f-2d67-5547-8cd5-16c042c5bd1e,HSS-KAB-260,260,Loksado - Haratai,Loksado - Haratai,260,Loksado - Haratai,Loksado,Ds. Loksado - Ds. Haratai,Loksado - Haratai,148,260,17,Loksado - Haratai,AUTHORITATIVE_V1
6342e563-8575-5488-bd88-e94086dfb1c9,HSS-KAB-261,261,Loklahung - Kamawakan,Loklahung - Kamawakan,261,Loklahung - Kamawakan,Loksado,Ds. Loklahung - Ds. Kamawakan,Loklahung - Kamawakan,146,261,21,Loklahung - Kamawakan,AUTHORITATIVE_V1
4aaf557b-752f-5120-b5d7-a8b1b3c906e0,HSS-KAB-262,262,Jl. Niagara (Ds. Halunuk) - Ayan,Niagara (Ds. Halunuk) - Ayan,262,Jl. Niagara (Ds. Halunuk) - Ayan,Loksado,Ds. Halunuk,Niagara (Ds. Halunuk) - Ayan,191,262,118,Niagara (Ds. Halunuk) - Ayan,AUTHORITATIVE_V1
11f3bd63-2545-5251-be14-021166c99a15,HSS-KAB-263,263,Malinau - Katingin - Kamawakan,Malinau - Katingin - Kamawakan,263,Malinau - Katingin - Kamawakan,Loksado,Ds. Malinau - Ds. Kamawakan,Malinau - Katingin - Kamawakan,159,263,5,Malinau - Katingin - Kamawakan,AUTHORITATIVE_V1
a7398226-edb3-506e-ac3a-f1a72a3287eb,HSS-KAB-264,264,Loklahung - Malaris,Loklahung - Malaris,264,Loklahung - Malaris,Loksado,Ds. Loklahung,Loklahung - Malaris,147,264,221,Loklahung - Malaris,AUTHORITATIVE_V1
6deaa537-b62c-5bfd-8e34-6ee4b7dad915,HSS-KAB-265,265,Jl. Bubuih - Ds. Halunuk,Bubuih - Ds. Halunuk,265,Jl. Bubuih (Ds. Halunuk),Loksado,Ds. Halunuk,Bubuih - Ds. Halunuk,57,265,225,Bubuih - Ds. Halunuk,AUTHORITATIVE_V1
e1065629-05f5-5f1c-8290-34fb3de88c1b,HSS-KAB-266,266,Halunuk - Riam Tajam/Talo - Hamak Umpaya,Halunuk - Riam Tajam/Talo - Hamak Umpaya,266,Halunuk - Riam Tajam/Talo - Hamak Umpaya,Loksado - Telaga Langsat,Ds. Halunuk - Ds. Hamak Utara,Halunuk - Riam Tajam/Talo - Hamak Umpaya,90,266,12,Halunuk - Riam Tajam/Talo - Hamak Umpaya,AUTHORITATIVE_V1
becf5d0c-9d33-5f32-b3ce-a4bdf500149a,HSS-KAB-267,267,Jl. Muara Kitar - Desa Lumpangi,Muara Kitar - Desa Lumpangi,267,Jl. Muara Kitar - Ds. Lumpangi,Loksado,Ds. Lumpangi,Muara Kitar - Desa Lumpangi,181,267,273,Muara Kitar - Desa Lumpangi,AUTHORITATIVE_V1
8c94e692-937e-5a11-bb39-fcb470eb33ae,HSS-KAB-268,268,Jl. Hulu Banyu - Pantai Langsat,Hulu Banyu - Pantai Langsat,268,Jl. Hulu Banyu - Pantai Langsat,Loksado,Ds. Hulu Banyu,Hulu Banyu - Pantai Langsat,106,268,131,Hulu Banyu - Pantai Langsat,AUTHORITATIVE_V1
53909e89-2eae-5dab-9da5-6391c7175f49,HSS-KAB-269,269,Jl. Bayampah - Tanuhi - Tugu Niih,Bayampah - Tanuhi - Tugu Niih,269,Jl. Bayampah - Tanuhi - Tugu Niih,Loksado,Ds. Hulu Banyu - Ds. Tumingki,Bayampah - Tanuhi - Tugu Niih,50,269,249,Bayampah - Tanuhi - Tugu Niih,AUTHORITATIVE_V1
f4cf98e7-cd2d-5532-a08e-1994f72d998a,HSS-KAB-270,270,Jl. Kantor Camat Loksado II,Kantor Camat Loksado II,270,Jl. Kantor Camat Loksado II,Loksado,Ds. Loksado,Kantor Camat Loksado II,130,270,347,Kantor Camat Loksado II,AUTHORITATIVE_V1
47cd9af0-ef53-59a4-8069-9a61c5b471bb,HSS-KAB-271,271,Jl. Buntu Muara Hatib - Bts. Kab. HST,Buntu Muara Hatib - Bts. Kab. HST,271,Jl. Buntu Muara Hatib,Loksado,Ds. Hulu Banyu,Buntu Muara Hatib - Bts. Kab. HST,62,271,181,Buntu Muara Hatib - Bts. Kab. HST,AUTHORITATIVE_V1
89fd0f2c-0573-5146-9bf2-50cb9e948d82,HSS-KAB-272,272,Tanuhi - Hulu Banyu,Tanuhi - Hulu Banyu,272,Jl. Tanuhi - Hulu Banyu,Loksado,Ds. Hulu Banyu,Tanuhi - Hulu Banyu,318,272,244,Tanuhi - Hulu Banyu,AUTHORITATIVE_V1
32f76ce5-ea76-5291-8acb-1320f840bd3c,HSS-KAB-273,273,Hulu Banyu - Datar Mangkung - Tumingki,Hulu Banyu - Datar Mangkung - Tumingki,273,Hulu Banyu - Datar Mangkung -Tumingki,Loksado,Ds. Tumingki,Hulu Banyu - Datar Mangkung - Tumingki,105,273,19,Hulu Banyu - Datar Mangkung - Tumingki,AUTHORITATIVE_V1
7cfd23cd-2fff-5952-ad37-59d851441b1d,HSS-KAB-274,274,Lambuk - Ds. Tumingki,Lambuk - Ds. Tumingki,274,Lambuk - Ds. Tumingki,Loksado,Ds. Tumingki,Lambuk - Ds. Tumingki,145,274,238,Lambuk - Ds. Tumingki,AUTHORITATIVE_V1
3a576a0f-d022-5f8d-93cb-fe36e3c38ba3,HSS-KAB-275,275,Malaris - Loapanggang,Malaris - Loapanggang,275,Malaris - Loapanggang,Loksado,Ds. Lok Lahung,Malaris - Loapanggang,155,275,147,Malaris - Loapanggang,AUTHORITATIVE_V1
244fb471-86e0-57f9-9fec-40609f852022,HSS-KAB-276,276,Jl. Haratai 3 (Balai Kedayang) / SDN Haratai 3,Haratai 3 (Balai Kedayang) / SDN Haratai 3,276,Jl. Haratai 3 (Balai Kedayang) / SDN Haratai 3,Loksado,Ds. Haratai,Haratai 3 (Balai Kedayang) / SDN Haratai 3,102,276,36,Haratai 3 (Balai Kedayang) / SDN Haratai 3,AUTHORITATIVE_V1
668ca814-6d80-53ea-9743-b74a4be442c0,HSS-KAB-277,277,Jl. Haratai 2 (Balai Ujung Atas) SDN Haratai2,Haratai 2 (Balai Ujung Atas) SDN Haratai2,277,Jl. Haratai 2 (SDN Haratai2),Loksado,Ds. Haratai,Haratai 2 (Balai Ujung Atas) SDN Haratai2,101,277,92,Haratai 2 (Balai Ujung Atas) SDN Haratai2,AUTHORITATIVE_V1
b54b7641-95a5-535b-9fc6-2d5d3335265d,HSS-KAB-278,278,Jl. Bubuih (Ds. Halunuk) - Kandihin,Bubuih (Ds. Halunuk) - Kandihin,278,Jl. Bubuih - Kandihin,Loksado,Ds. Halunuk,Bubuih (Ds. Halunuk) - Kandihin,58,278,83,Bubuih (Ds. Halunuk) - Kandihin,AUTHORITATIVE_V1
11a54ba7-c874-5593-a47b-1d1116f3e194,HSS-KAB-279,279,Jl. Makam Habib - Desa Lumpangi,Makam Habib - Desa Lumpangi,279,Jl. Makam Habib Ds. Lumpangi,Loksado,Ds. Lumpangi,Makam Habib - Desa Lumpangi,154,279,286,Makam Habib - Desa Lumpangi,AUTHORITATIVE_V1
abc27152-f70c-54ab-8fd6-54481fd90e6b,HSS-KAB-280,280,Jl. Datar Belimbing - Muara Kitar,Datar Belimbing - Muara Kitar,280,Jl. Datar Belimbing - Muara Kitar,Loksado,Ds. Hulu Banyu - Ds. Lumpangi,Datar Belimbing - Muara Kitar,65,280,45,Datar Belimbing - Muara Kitar,AUTHORITATIVE_V1
79d1f115-db66-5948-be43-6d643d8f7a8d,HSS-KAB-281,281,Jl. Tanginau - Balai Haruyan,Tanginau - Balai Haruyan,281,Jl. Tanginau - Balai Haruyan,Loksado,Ds. Tumingki - Ds. Kamawakan,Tanginau - Balai Haruyan,311,281,182,Tanginau - Balai Haruyan,AUTHORITATIVE_V1
e72c1a60-6940-5b9e-9d1f-0fc4a05ed9c8,HSS-KAB-282,282,Jl. Tataian - (Ds. Ulang) - Loksado,Tataian - (Ds. Ulang) - Loksado,282,Jl. Tataian - (Ds. Ulang) - Loksado,Loksado,Ds. Ulang,Tataian - (Ds. Ulang) - Loksado,320,282,282,Tataian - (Ds. Ulang) - Loksado,AUTHORITATIVE_V1
32e48c1c-9338-5f21-a616-a7ce41be6a86,HSS-KAB-283,283,Jl. Ulang - Kacang Parang,Ulang - Kacang Parang,283,Jl. Ulang - Kacang Parang,Loksado,Ds. Ulang,Ulang - Kacang Parang,343,283,132,Ulang - Kacang Parang,AUTHORITATIVE_V1
51891d22-5d29-5123-b6e3-af334f4222f1,HSS-KAB-284,284,Jl. Kacang Parang (Ulang) - Balai Mawak-Kias,Kacang Parang (Ulang) - Balai Mawak-Kias,284,Jl. Kacang Parang (Ulang) - Balai Mawak-Kias,Loksado,Ds. Ulang,Kacang Parang (Ulang) - Balai Mawak-Kias,115,284,117,Kacang Parang (Ulang) - Balai Mawak-Kias,AUTHORITATIVE_V1
f186d2a6-578c-5e2e-9c76-3a4a7f93d5ee,HSS-KAB-285,285,Jl. Kacang Parang (Ulang) - Balai Wariung,Kacang Parang (Ulang) - Balai Wariung,285,Jl. Kacang Parang (Ulang) - Balai Wariung,Loksado,Ds. Ulang,Kacang Parang (Ulang) - Balai Wariung,116,285,213,Kacang Parang (Ulang) - Balai Wariung,AUTHORITATIVE_V1
2ace56f3-a03a-5c6d-baeb-9f8b083a050f,HSS-KAB-286,286,Jl. Loksado - Pantai Dusin,Loksado - Pantai Dusin,286,Jl. Loksado - Pantai Dusin,Loksado,Ds. Loksado,Loksado - Pantai Dusin,150,286,103,Loksado - Pantai Dusin,AUTHORITATIVE_V1
e2a81ac5-a435-5229-96fa-b3c102b78144,HSS-KAB-287,287,Jl. Malinau - Kandihin,Malinau - Kandihin,287,Jl. Malinau - Kandihin,Loksado,Ds. Malinau - Ds. Halunuk,Malinau - Kandihin,158,287,57,Malinau - Kandihin,AUTHORITATIVE_V1
aa286cda-77a0-5013-83c7-6a48f82927e0,HSS-KAB-288,288,Jl. Ulang - Bangkaun,Ulang - Bangkaun,288,Ulang - Bangkaun,Loksado,Ds. Ulang,Ulang - Bangkaun,342,288,71,Ulang - Bangkaun,AUTHORITATIVE_V1
b4e38c4e-8556-5195-b06a-871d9d26fdd9,HSS-KAB-289,289,Bayanan - Habirau Tengah,Bayanan - Habirau Tengah,289,Bayanan - Habirau Tengah,Daha Selatan,Ds. Bayanan - Ds. Habirau Tengah,Bayanan - Habirau Tengah,51,289,86,Bayanan - Habirau Tengah,AUTHORITATIVE_V1
a5649b2d-31a0-5291-89c6-fb9e169dd9d2,HSS-KAB-290,290,Tumbukan Banyu - Banua Hanyar,Tumbukan Banyu - Banua Hanyar,290,Tumbukan Banyu - Banua Hanyar,Daha Selatan,Ds. Tumbukan Banyu - Ds. Banua Hanyar,Tumbukan Banyu - Banua Hanyar,340,290,40,Tumbukan Banyu - Banua Hanyar,AUTHORITATIVE_V1
c6fb8b21-1169-55bd-916b-3bd1f02360be,HSS-KAB-291,291,Jl. Satria,Satria,291,Jl. Satria,Daha Selatan,Ds. Tumbukan Banyu,Satria,247,291,288,Satria,AUTHORITATIVE_V1
2175bd3a-9b6b-5113-8dff-a65faae45959,HSS-KAB-292,292,Jl. Musyawarah,Musyawarah (Nagara),292,Jl. Musyawarah,Daha Selatan,Ds. Tumbukan Banyu,Musyawarah (Nagara),188,292,302,Musyawarah (Nagara),AUTHORITATIVE_V1
cfca9bb8-b98a-5156-a6e8-11235326a22a,HSS-KAB-293,293,Jl. Sekolah Islam,Sekolah Islam (Sungai Pinang),293,Jl. Sekolah Islam,Daha Selatan,Ds. Sungai Pinang,Sekolah Islam (Sungai Pinang),251,293,338,Sekolah Islam (Sungai Pinang),AUTHORITATIVE_V1
04ecc204-dbfe-5f2a-9069-f1229b858f77,HSS-KAB-294,294,Jl. Habib,Habib,294,Jl. Habib,Daha Selatan,Ds. Sungai Pinang,Habib,85,294,300,Habib,AUTHORITATIVE_V1
d0dac920-3169-5379-b79a-79d626e9dc96,HSS-KAB-295,295,Jl. Mawar,Mawar (Daha Selatan),295,Jl. Mawar,Daha Selatan,Ds. Sungai Pinang,Mawar (Daha Selatan),170,295,330,Mawar (Daha Selatan),AUTHORITATIVE_V1
60fb7997-9fa2-58e6-93dc-a8d122ec5076,HSS-KAB-296,296,Jl. Inst. PDAM Negara,Inst. PDAM Negara,296,Jl. Instalasi PDAM Negara,Daha Selatan,Ds. Habirau,Inst. PDAM Negara,108,296,321,Inst. PDAM Negara,AUTHORITATIVE_V1
0c6db211-c987-556e-b9c7-5a4c022ad0aa,HSS-KAB-297,297,Jl. Gerilya / (Depan PUSTU Habirau),Gerilya / (Depan PUSTU Habirau),297,Jl. Gerilya / (Depan Pustu Habirau),Daha Selatan,Ds. Habirau,Gerilya / (Depan PUSTU Habirau),78,297,326,Gerilya / (Depan PUSTU Habirau),AUTHORITATIVE_V1
7687a261-e161-5c15-a025-706cb87b12a5,HSS-KAB-298,298,Jl. Harapan (SDN Habirau II)/ Sei. Palangan,Harapan (SDN Habirau II)/ Sei. Palangan,298,Jl. Harapan (SDN Habirau II)/Sei. Palangan,Daha Selatan,Ds. Habirau Tengah,Harapan (SDN Habirau II)/ Sei. Palangan,100,298,334,Harapan (SDN Habirau II)/ Sei. Palangan,AUTHORITATIVE_V1
d0d92028-3536-5919-84ce-e13758df8614,HSS-KAB-299,299,Samuda - Bajayau,Samuda - Bajayau,299,Samuda - Bajayau,Daha Selatan - Daha Barat,Ds. Samuda - Ds. Bajayau,Samuda - Bajayau,245,299,8,Samuda - Bajayau,AUTHORITATIVE_V1
bc4ae778-ac51-5bb6-aa90-32fa9e6ca620,HSS-KAB-300,300,Jl. Tambangan - Ds. Baruh Jaya,Tambangan - Ds. Baruh Jaya,300,Jl. Tambangan - Ds. Baruh Jaya,Daha Selatan - Daha Utara,Ds. Tambangan - Ds. Baruh Jaya,Tambangan - Ds. Baruh Jaya,304,300,105,Tambangan - Ds. Baruh Jaya,AUTHORITATIVE_V1
b2f83151-22b0-544d-878b-e359fba5473a,HSS-KAB-301,301,Muning Tengah - Batang Alai (Pihanin Raya),Muning Tengah - Batang Alai (Pihanin Raya),301,Jl. Muning Tengah - Batang Alai (Pihanin Raya),Daha Selatan,Ds. Muning Tengah - Ds. Pihanin Raya,Muning Tengah - Batang Alai (Pihanin Raya),185,301,35,Muning Tengah - Batang Alai (Pihanin Raya),AUTHORITATIVE_V1
d53bb93f-1206-58ef-ad87-8d40a3a7ceaf,HSS-KAB-302,302,Muning Tengah - Ds. Muning Dalam,Muning Tengah - Ds. Muning Dalam,302,Jl. Muning Tengah - Muning Dalam,Daha Selatan,Ds. Muning Tengah - Muning Dalam,Muning Tengah - Ds. Muning Dalam,186,302,1,Muning Tengah - Ds. Muning Dalam,AUTHORITATIVE_V1
830e2043-95cb-58e6-a98e-975fb970dc29,HSS-KAB-303,303,SP.4 Banjarbaru - Pasar Negara,SP.4 Banjarbaru - Pasar Negara,303,SP.4 Banjarbaru - Pasar Negara,Daha Selatan,Ds. Banjarbaru - Ds. Bayanan,SP.4 Banjarbaru - Pasar Negara,277,303,242,SP.4 Banjarbaru - Pasar Negara,AUTHORITATIVE_V1
a2bec032-9734-5a86-b347-959fb7d7e8d4,HSS-KAB-304,304,Negara - Tumbukan Banyu,Negara - Tumbukan Banyu,304,Negara - Tumbukan Banyu,Daha Selatan,Ds. Bayanan - Ds. Tumbukan Banyu,Negara - Tumbukan Banyu,189,304,258,Negara - Tumbukan Banyu,AUTHORITATIVE_V1
ae2ed9f3-98e9-5a17-82f0-6cf7007b09a1,HSS-KAB-305,305,SP.4. Banjarbaru - Pihanin Raya,SP.4. Banjarbaru - Pihanin Raya,305,SP.4. Banjarbaru - Pihanin Raya,Daha Selatan,Ds. Banjarbaru - Ds. Balah Paikat,SP.4. Banjarbaru - Pihanin Raya,279,305,192,SP.4. Banjarbaru - Pihanin Raya,AUTHORITATIVE_V1
f1da5afc-d6eb-5719-a5fe-8df7a4b4e6f9,HSS-KAB-306,306,Bayanan - Pihanin,Bayanan - Pihanin,306,Bayanan - Pihanin,Daha Selatan,Ds. Bayanan - Ds. Pihanin Raya,Bayanan - Pihanin,52,306,108,Bayanan - Pihanin,AUTHORITATIVE_V1
d4368431-c828-509e-8f56-7f223d08d29c,HSS-KAB-307,307,Jl. Kantor Camat Daha Selatan II,Kantor Camat Daha Selatan II,307,Jl. Kantor Camat Daha Selatan II,Daha Selatan,Ds. Tumbukan Banyu,Kantor Camat Daha Selatan II,129,307,301,Kantor Camat Daha Selatan II,AUTHORITATIVE_V1
79fe0265-19e1-5023-b76a-273076cf6511,HSS-KAB-308,308,Jl. Sungai Bugundi,Sungai Bugundi,308,Jl. Sungai Bugundi,Daha Selatan,Ds. Baruh Jaya,Sungai Bugundi,281,308,306,Sungai Bugundi,AUTHORITATIVE_V1
a8dca980-c483-5422-b8ce-306d60a1e9c8,HSS-KAB-309,309,Jl. Tukang Garit (Tambangan),Tukang Garit (Tambangan),309,Jl. Tukang Garit,Daha Selatan,Ds. Tambangan,Tukang Garit (Tambangan),339,309,266,Tukang Garit (Tambangan),AUTHORITATIVE_V1
645b8b8f-e29f-5d35-a135-28bd5796db80,HSS-KAB-310,310,Pandak Daun - Baruh Jaya - Samuda,Pandak Daun - Baruh Jaya - Samuda,310,Pandak Daun - Baruh Jaya - Samuda,Daha Utara - Daha Selatan,Ds. Pandak Daun - Ds. Samuda,Pandak Daun - Baruh Jaya - Samuda,210,310,15,Pandak Daun - Baruh Jaya - Samuda,AUTHORITATIVE_V1
97034ceb-c22c-5a76-bd31-819b5d4b8d5e,HSS-KAB-311,311,Sei. Mandala Murung Raya,Sei. Mandala Murung Raya,311,Sei. Mandala - Murung Raya,Daha Utara,Ds. Sungai Mandala - Ds. Murung Raya,Sei. Mandala Murung Raya,249,311,115,Sei. Mandala Murung Raya,AUTHORITATIVE_V1
3cd7c410-a2f4-5ab7-97fd-f71ade9cc9dd,HSS-KAB-312,312,Jl. Teluk Haur I,Teluk Haur I,312,Teluk haur I,Daha Utara,Ds. Teluk haur,Teluk Haur I,324,312,342,Teluk Haur I,AUTHORITATIVE_V1
3cceb3e0-f524-5c17-967c-01536a75cc0b,HSS-KAB-313,313,Jl. Teluk Haur II,Teluk Haur II,313,Teluk Haur II,Daha Utara,Ds. Teluk haur,Teluk Haur II,325,313,337,Teluk Haur II,AUTHORITATIVE_V1
6cc3b8d8-7801-5a01-a5e7-2f0bfc2bdcc3,HSS-KAB-314,314,Jl. H.M. Thaib,H.M. Thaib,314,Jl. HM. Thaib,Daha Utara,Ds. Baruh Kambang,H.M. Thaib,84,314,292,H.M. Thaib,AUTHORITATIVE_V1
42d61d8f-6ae3-5990-9ace-8d29c41d8d1d,HSS-KAB-315,315,Jl. Kenanga - Ds. Baruh Kambang,Kenanga - Ds. Baruh Kambang,315,Jl. Kenanga - Ds. Baruh Kambang,Daha Utara,Ds. Baruh Kambang,Kenanga - Ds. Baruh Kambang,139,315,305,Kenanga - Ds. Baruh Kambang,AUTHORITATIVE_V1
e42f9d46-6be7-5a8b-88df-99e5128224db,HSS-KAB-316,316,Jl. SMAN Negara (KH. Abdullah),SMAN Negara (KH. Abdullah),316,Jl. SMAN Negara (KH. Abdullah),Daha Utara,Ds. Baruh Kambang,SMAN Negara (KH. Abdullah),265,316,297,SMAN Negara (KH. Abdullah),AUTHORITATIVE_V1
4bacde93-adc4-5cdd-92aa-5ac3b1faaf96,HSS-KAB-317,317,Jl. Pertukangan,Pertukangan,317,Jl. Pertukangan,Daha Utara,Ds. Baruh Kambang,Pertukangan,232,317,304,Pertukangan,AUTHORITATIVE_V1
caa87a04-aabc-50d4-ac16-d06d7a2c239d,HSS-KAB-318,318,Jl. Silaturrahim,Silaturrahim,318,Jl. Silaturahim,Daha Utara,Ds. Mandala Murung Mesjid,Silaturrahim,253,318,318,Silaturrahim,AUTHORITATIVE_V1
88bfad3b-da95-5f0c-b6b0-9d7714026c2a,HSS-KAB-319,319,Jl. Habib Ibrahim - Ds. Sei Mandala,Habib Ibrahim - Ds. Sei Mandala,319,Jl. Habib Iberahim,Daha Utara,Ds. Sungai Mandala,Habib Ibrahim - Ds. Sei Mandala,86,319,343,Habib Ibrahim - Ds. Sei Mandala,AUTHORITATIVE_V1
9349f414-5fb2-5c59-a05a-6e89a7e477a0,HSS-KAB-320,320,Jl. Sukaramai - Keramat,Sukaramai - Keramat,320,Jl. Sukaramai - Keramat,Daha Utara,Ds. Sungai Mandala - Ds. Baruh Kambang,Sukaramai - Keramat,280,320,226,Sukaramai - Keramat,AUTHORITATIVE_V1
